Time,Open,High,Low,Close,Volume,Trades
1672801200,4.6477,4.6854,4.6477,4.6635,4054.26859604,37
1672802100,4.6603,4.6603,4.648,4.6552,5687.20929207,42
1672803000,4.667,4.6787,4.6661,4.6661,21267.41685822,53
1672803900,4.671,4.6788,4.671,4.6788,616.89481323,9
1672804800,4.6797,4.6797,4.6504,4.6515,1210.30692859,14
1672805700,4.658,4.662,4.658,4.6603,219.2939175,9
1672806600,4.657,4.657,4.657,4.657,16.5,1
1672807500,4.6641,4.668,4.662,4.6644,1728.47924325,15
1672808400,4.6626,4.6626,4.6558,4.6558,1850.87122971,18
1672809300,4.6554,4.6592,4.6554,4.6592,58.5,2
1672810200,4.6599,4.6599,4.6556,4.6556,528.44678477,10
1672811100,4.6611,4.6611,4.657,4.657,34.40613339,2
1672812000,4.6602,4.6602,4.6519,4.6519,35.59520431,7
1672812900,4.6553,4.6571,4.6533,4.6533,872.22238442,13
1672813800,4.652,4.652,4.6478,4.6494,573.14969618,9
1672814700,4.6558,4.6637,4.6558,4.6637,2492.05573289,18
1672815600,4.6638,4.6753,4.6481,4.6481,1043.71903883,18
1672816500,4.6609,4.6628,4.6569,4.6604,1393.65532952,15
1672817400,4.656,4.6647,4.6558,4.6647,202.60653964,5
1672818300,4.6595,4.6606,4.6595,4.6606,387.23385073,5
1672819200,4.6597,4.6616,4.654,4.654,2645.54927905,16
1672820100,4.6537,4.6606,4.64,4.64,6409.12640193,24
1672821000,4.6391,4.6399,4.628,4.6362,1425.37977716,23
1672821900,4.6361,4.6455,4.6361,4.6431,1397.12214003,16
1672822800,4.6432,4.65,4.6432,4.65,43.49626797,4
1672823700,4.6538,4.6538,4.6465,4.6465,1104.66176035,15
1672824600,4.6449,4.6461,4.6445,4.6445,476.62849203,7
1672825500,4.6484,4.6484,4.6417,4.6437,1031.33977536,18
1672826400,4.6454,4.6454,4.6422,4.6423,448.48509018,5
1672828200,4.6475,4.6475,4.6411,4.6411,5671.36713909,27
1672829100,4.6393,4.6393,4.6384,4.6384,129.628,7
1672830000,4.6383,4.6383,4.6285,4.6367,291.32251211,12
1672830900,4.6364,4.6365,4.6328,4.6328,510.05996761,11
1672831800,4.6321,4.6412,4.6312,4.6412,809.46645966,13
1672832700,4.6393,4.64,4.638,4.6386,287.97825739,7
1672833600,4.6317,4.6326,4.6317,4.6321,1193.91294887,13
1672834500,4.6359,4.6462,4.6334,4.6455,3285.47537251,25
1672835400,4.6483,4.6483,4.6348,4.6353,428.69632077,9
1672836300,4.6325,4.6325,4.6285,4.6309,466.7041275,8
1672837200,4.6319,4.6406,4.6319,4.6406,337.12916955,5
1672838100,4.6406,4.645,4.6406,4.645,293.83281986,8
1672839000,4.6424,4.6434,4.6416,4.6417,1352.78227554,13
1672839900,4.6427,4.6488,4.6427,4.6466,723.75395662,12
1672840800,4.6482,4.6482,4.6363,4.6363,98.90994148,8
1672841700,4.6365,4.6482,4.6347,4.6427,836.19542611,12
1672842600,4.6432,4.6478,4.634,4.6397,385.88588373,15
1672843500,4.636,4.6368,4.6316,4.6316,254.51276494,9
1672844400,4.6358,4.6358,4.6097,4.6145,4511.41344012,50
1672845300,4.619,4.6249,4.6145,4.6149,39424.76479161,92
1672846200,4.6237,4.6387,4.6212,4.6361,2829.3469345,32
1672847100,4.6454,4.6554,4.6448,4.6548,5477.64796314,37
1672848000,4.6549,4.656,4.6463,4.656,1701.70628809,23
1672848900,4.6625,4.6625,4.6507,4.6529,844.9125195,15
1672849800,4.6529,4.6529,4.6312,4.6334,4917.85493813,46
1672850700,4.6342,4.6379,4.6342,4.6379,212.38461292,7
1672851600,4.6396,4.6396,4.6293,4.6293,1712.6943093,16
1672852500,4.6348,4.6499,4.6348,4.6487,323.81392742,11
1672853400,4.65,4.6625,4.65,4.6531,1497.09217834,19
1672854300,4.662,4.662,4.6467,4.6467,258.58359932,11
1672855200,4.6467,4.6556,4.6401,4.6513,9201.72918503,50
1672856100,4.652,4.6547,4.6502,4.6502,13968.01661641,20
1672857000,4.65,4.6589,4.65,4.6573,28768.02010294,90
